"","V_plasma","V_inter","V_muscle","kgut","Km","Vmax","m_K_ALDO","P_ECF","FF","GFR","dtKsec_eq","A_dtKsec","B_dtKsec","cdKsec_eq","A_cdKsec","B_cdKsec","A_cdKreab","A_insulin","B_insulin","KMuscleBase","Kecf_base","ALD_eq","etapsKreab"
"11",-1.80756785539415e-07,7.3710471326649e-07,-6.24033177132333e-07,1.79732580818381e-07,0.030959404684694,9.23421339393827e-11,-2.47104765789039,4.65299095253614e-07,4.74729120014672e-07,-14.8586362839657,-36.5751008644389,-57.3164048051221,-67.2281470878087,-0.770377251665324,-2.54010774212174,-5.0887435199777,41.9471853576981,0,0,17.0613768786727,-17.4726931674621,31.9640703367238,67.9025842858221
"12",-2.02301433205321e-06,-3.85118113399585e-07,3.35101265136473e-06,-5.60625749983501e-05,-0.219638395992689,7.69746890227907e-07,-2.04143373262849,-2.12252052733675e-06,-8.66871886273658e-07,-28.2281026301035,-71.026912796109,-171.174013175177,-135.29004863775,-3.58558471527249,-10.6541608856142,-19.9583104447323,94.3143459515462,0,0,22.432926562062,-39.7106726729606,52.7807064547239,190.747476977475
"13",8.98448112707228e-06,3.92032006857334e-09,1.42863561620743e-05,4.40505232290889e-09,0.255890540582868,3.81007225769281e-09,-0.616514668876675,3.36803754805715e-05,1.44575551530579e-08,-14.321671681805,-59.5295198944225,-269.979524732617,-166.89496766907,-24.8718735481402,-46.0532580587323,-80.7371677406196,92.9186419540683,0,0,25.1952672810147,-22.9926977264068,14.4578033700241,97.4738800669997
"14",5.99750649143971e-09,-2.7315145217699e-05,-4.47641923528863e-11,0.000110125059535449,-2.81858320254713,2.74003648570443e-05,-3.12416002659684,2.20597730162808e-05,2.93282198526868e-09,-12.2155188955653,-40.3430110170232,-57.8443162335336,-79.7921723855203,-1.14189634402886,-3.445867267984,-3.87100786538865,67.4737650279682,0,0,17.7448064044171,-17.2433160825415,10.9309696821915,55.9337624622031
"15",6.34229309071088e-08,2.04829561312181e-07,2.04951575710766e-07,2.08409289825795e-09,-3.64456078389038,1.41953648835624e-09,-0.371398647010267,-1.54091139847879e-09,-1.35699451675464e-09,-10.845085766596,-14.7954215217835,-18.2234371168724,-14.844457063456,-0.817923510634457,-1.10086047191732,-1.30096549516223,24.2462462689654,0,0,14.3637425658662,-8.26614782694902,4.74742058790227,28.6283845389872
"16",-4.61096760773216e-09,-8.85307827047653e-10,2.63213451034972e-10,4.92354956804774e-09,-6.4284491915193,9.76523182316669e-08,-11.4204814740745,2.22324558762921e-09,4.00703470404552e-10,-13.4385364800433,-18.2653205578382,-68.2939040294937,-44.2371771215083,-0.934313858758006,-2.71760793852059,-4.09534363700121,47.3687540876794,19.0121047829,73.0420514031915,19.4526850348177,-15.6524775710561,35.99372549812,37.6698304855833
"17",4.462461760113e-06,-8.74066950018459e-06,-2.32433592373127e-08,-6.48222122379138e-05,-9.95716491345952,4.01458463272775e-06,95.4633473356516,6.32454089100065e-11,-2.43817765976928e-09,-5.00750183083372,-46.0030344386281,-149.02814786548,-73.5349126109488,-1.31217472582443,-1.80613854828168,-3.17706539304913,62.6498299611343,0,0,12.1838527297005,4.44837330364508,-54.9994855405115,23.895682238961
"18",8.61940918639448e-09,-8.69026450800448e-08,5.8379285405863e-08,7.7924532362772e-05,-7.68555393354721,3.25985638482961e-08,50.7596259005968,-2.5134326619991e-08,1.05032142982964e-08,-7.59932574592882,-38.3470952604217,-84.846589135203,-91.8523394228841,-4.03762845513742,-6.25839871274004,-13.7002031995124,69.7835574693871,0,0,13.5021278475278,4.76479665898193,-25.3145776014373,27.3034853538998
"19",1.27644455005793e-08,9.34468349100827e-06,-4.27959005833145e-06,-8.66110767105965e-06,-3.69565799714239,4.15477725823621e-06,5.99513706538057,1.46469716355569e-08,1.93192022379662e-08,-6.63004397185857,-27.4881799256072,-33.9066666334486,-27.1068505926656,-1.05436904936262,-2.05778426110013,-3.55730186040094,35.6746409606559,0,0,14.3928204436224,-4.74772241689772,-26.2620346864485,20.0685301323231
"20",1.94751628583845e-05,9.00399754755199e-11,-5.59066393179819e-09,9.17154352464422e-09,-20.6932055108321,-4.65003796108477e-05,-2.43095271104244,-6.47865761038702e-09,5.68569191727875e-09,-10.3623737671961,-68.4675785881627,-153.602020284491,-137.416291071747,-8.00473399967441,-17.2810126678647,-22.5716622324534,65.7336328309259,0,20.9856625414555,16.3256374493074,-1.50949132209004,-18.0568593416902,31.1762180617709
"21",1.89621118806826e-09,-6.4934681631712e-08,6.81518201872677e-08,3.29571633983505e-07,-7.09255147803811,4.81585971101595e-09,-8.74323281590427,-4.38867144225697e-06,1.04514847976134e-06,-14.1570107056214,-44.6161237559378,-184.630186811636,-123.916526190752,-2.0395948038261,-3.75887420177755,-10.2547527119663,62.1267166553833,0,0,27.9830347274708,-29.6989284977506,21.4979640386034,70.7087347454628
